1;2025-01-17;10
2;2025-01-14;9
3;2025-01-10;1
4;2025-01-07;14
5;2025-01-03;3
6;2024-12-31;7
7;2024-12-27;2
8;2024-12-24;2
9;2024-12-20;5
10;2024-12-17;13
11;2024-12-13;2
12;2024-12-10;3
13;2024-12-06;8
14;2024-12-03;9
15;2024-11-29;6
16;2024-11-26;20
17;2024-11-22;4
18;2024-11-19;2
19;2024-11-15;2
20;2024-11-12;1
21;2024-11-08;2
22;2024-11-05;1
23;2024-11-01;7
24;2024-10-29;20
25;2024-10-25;3
26;2024-10-22;7
27;2024-10-18;6
28;2024-10-15;8
29;2024-10-11;7
30;2024-10-08;10
31;2024-10-04;2
32;2024-10-01;11
33;2024-09-27;4
34;2024-09-24;1
35;2024-09-20;4
36;2024-09-17;2
37;2024-09-13;9
38;2024-09-10;5
39;2024-09-06;5
40;2024-09-03;4
41;2024-08-30;6
42;2024-08-27;4
43;2024-08-23;4
44;2024-08-20;2
45;2024-08-16;5
46;2024-08-13;13
47;2024-08-09;11
48;2024-08-06;7
49;2024-08-02;3
50;2024-07-30;1
51;2024-07-26;3
52;2024-07-23;4
53;2024-07-19;1
54;2024-07-16;10
55;2024-07-12;6
56;2024-07-09;19
57;2024-07-05;2
58;2024-07-02;1
59;2024-06-28;1
60;2024-06-25;3
61;2024-06-21;8
62;2024-06-18;17
63;2024-06-14;5
64;2024-06-11;3
65;2024-06-07;2
66;2024-06-04;5
67;2024-05-31;1
68;2024-05-28;2
69;2024-05-24;1
70;2024-05-21;1
71;2024-05-17;5
72;2024-05-14;10
73;2024-05-10;2
74;2024-05-07;3
75;2024-05-03;3
76;2024-04-30;5
77;2024-04-26;2
78;2024-04-23;7
79;2024-04-19;6
80;2024-04-16;15
81;2024-04-12;17
82;2024-04-09;4
83;2024-04-05;4
84;2024-04-02;11
85;2024-03-29;1
86;2024-03-26;21
87;2024-03-22;2
88;2024-03-19;3
89;2024-03-15;22
90;2024-03-12;3
91;2024-03-08;1
92;2024-03-05;2
93;2024-03-01;15
94;2024-02-27;14
95;2024-02-23;8
96;2024-02-20;1
97;2024-02-16;4
98;2024-02-13;13
99;2024-02-09;5
100;2024-02-06;10
101;2024-02-02;7
102;2024-01-30;1
103;2024-01-26;7
104;2024-01-23;4
105;2024-01-19;11
106;2024-01-16;2
107;2024-01-12;5
108;2024-01-09;1
109;2024-01-05;3
110;2024-01-02;9
111;2023-12-29;3
112;2023-12-26;1
113;2023-12-22;8
114;2023-12-19;2
115;2023-12-15;1
116;2023-12-12;2
117;2023-12-08;8
118;2023-12-05;3
119;2023-12-01;4
120;2023-11-28;1
121;2023-11-24;2
122;2023-11-21;7
123;2023-11-17;2
124;2023-11-14;9
125;2023-11-10;7
126;2023-11-07;4
127;2023-11-03;5
128;2023-10-31;22
129;2023-10-27;6
130;2023-10-24;4
131;2023-10-20;3
132;2023-10-17;2
133;2023-10-13;8
134;2023-10-10;5
135;2023-10-06;4
136;2023-10-03;1
137;2023-09-29;2
138;2023-09-26;3
139;2023-09-22;12
140;2023-09-19;4
141;2023-09-15;1
142;2023-09-12;6
143;2023-09-08;15
144;2023-09-05;8
145;2023-09-01;1
146;2023-08-29;13
147;2023-08-25;7
148;2023-08-22;2
149;2023-08-18;1
150;2023-08-15;13
151;2023-08-11;7
152;2023-08-08;7
153;2023-08-04;2
154;2023-08-01;2
155;2023-07-28;4
156;2023-07-25;15
157;2023-07-21;4
158;2023-07-18;2
159;2023-07-14;3
160;2023-07-11;5
161;2023-07-07;12
162;2023-07-04;2
163;2023-06-30;1
164;2023-06-27;1
165;2023-06-23;8
166;2023-06-20;5
167;2023-06-16;11
168;2023-06-13;1
169;2023-06-09;7
170;2023-06-06;4
171;2023-06-02;1
172;2023-05-30;13
173;2023-05-26;2
174;2023-05-23;1
175;2023-05-19;12
176;2023-05-16;11
177;2023-05-12;4
178;2023-05-09;18
179;2023-05-05;8
180;2023-05-02;2
181;2023-04-28;1
182;2023-04-25;4
183;2023-04-21;7
184;2023-04-18;5
185;2023-04-14;17
186;2023-04-11;4
187;2023-04-07;15
188;2023-04-04;6
189;2023-03-31;1
190;2023-03-28;5
191;2023-03-24;5
192;2023-03-21;7
193;2023-03-17;5
194;2023-03-14;4
195;2023-03-10;18
196;2023-03-07;1
197;2023-03-03;10
198;2023-02-28;1
199;2023-02-24;1
200;2023-02-21;2
201;2023-02-17;10
202;2023-02-14;9
203;2023-02-10;6
204;2023-02-07;1
205;2023-02-03;7
206;2023-01-31;2
207;2023-01-27;4
208;2023-01-24;10
209;2023-01-20;9
210;2023-01-17;1
211;2023-01-13;3
212;2023-01-10;10
213;2023-01-06;7
214;2025-01-17;17
215;2025-01-14;12
216;2025-01-10;2
217;2025-01-07;20
218;2025-01-03;10
219;2024-12-31;9
220;2024-12-27;6
221;2024-12-24;10
222;2024-12-20;6
223;2024-12-17;16
224;2024-12-13;17
225;2024-12-10;6
226;2024-12-06;21
227;2024-12-03;14
228;2024-11-29;17
229;2024-11-26;24
230;2024-11-22;6
231;2024-11-19;10
232;2024-11-15;7
233;2024-11-12;12
234;2024-11-08;16
235;2024-11-05;2
236;2024-11-01;16
237;2024-10-29;26
238;2024-10-25;15
239;2024-10-22;8
240;2024-10-18;12
241;2024-10-15;12
242;2024-10-11;20
243;2024-10-08;11
244;2024-10-04;9
245;2024-10-01;12
246;2024-09-27;6
247;2024-09-24;11
248;2024-09-20;8
249;2024-09-17;4
250;2024-09-13;12
251;2024-09-10;16
252;2024-09-06;16
253;2024-09-03;6
254;2024-08-30;7
255;2024-08-27;17
256;2024-08-23;5
257;2024-08-20;11
258;2024-08-16;7
259;2024-08-13;28
260;2024-08-09;16
261;2024-08-06;12
262;2024-08-02;18
263;2024-07-30;4
264;2024-07-26;8
265;2024-07-23;12
266;2024-07-19;3
267;2024-07-16;11
268;2024-07-12;7
269;2024-07-09;22
270;2024-07-05;6
271;2024-07-02;10
272;2024-06-28;5
273;2024-06-25;11
274;2024-06-21;12
275;2024-06-18;19
276;2024-06-14;11
277;2024-06-11;30
278;2024-06-07;3
279;2024-06-04;6
280;2024-05-31;4
281;2024-05-28;6
282;2024-05-24;6
283;2024-05-21;4
284;2024-05-17;13
285;2024-05-14;15
286;2024-05-10;4
287;2024-05-07;22
288;2024-05-03;5
289;2024-04-30;8
290;2024-04-26;3
291;2024-04-23;14
292;2024-04-19;7
293;2024-04-16;19
294;2024-04-12;25
295;2024-04-09;5
296;2024-04-05;8
297;2024-04-02;23
298;2024-03-29;14
299;2024-03-26;24
300;2024-03-22;7
301;2024-03-19;16
302;2024-03-15;24
303;2024-03-12;15
304;2024-03-08;3
305;2024-03-05;4
306;2024-03-01;17
307;2024-02-27;18
308;2024-02-23;16
309;2024-02-20;4
310;2024-02-16;19
311;2024-02-13;16
312;2024-02-09;8
313;2024-02-06;16
314;2024-02-02;9
315;2024-01-30;6
316;2024-01-26;11
317;2024-01-23;9
318;2024-01-19;20
319;2024-01-16;9
320;2024-01-12;6
321;2024-01-09;2
322;2024-01-05;6
323;2024-01-02;10
324;2023-12-29;6
325;2023-12-26;11
326;2023-12-22;16
327;2023-12-19;3
328;2023-12-15;2
329;2023-12-12;6
330;2023-12-08;9
331;2023-12-05;4
332;2023-12-01;12
333;2023-11-28;18
334;2023-11-24;24
335;2023-11-21;13
336;2023-11-17;23
337;2023-11-14;14
338;2023-11-10;12
339;2023-11-07;6
340;2023-11-03;7
341;2023-10-31;23
342;2023-10-27;17
343;2023-10-24;15
344;2023-10-20;18
345;2023-10-17;7
346;2023-10-13;17
347;2023-10-10;6
348;2023-10-06;17
349;2023-10-03;7
350;2023-09-29;12
351;2023-09-26;7
352;2023-09-22;13
353;2023-09-19;7
354;2023-09-15;2
355;2023-09-12;7
356;2023-09-08;22
357;2023-09-05;20
358;2023-09-01;7
359;2023-08-29;17
360;2023-08-25;12
361;2023-08-22;7
362;2023-08-18;7
363;2023-08-15;15
364;2023-08-11;8
365;2023-08-08;19
366;2023-08-04;11
367;2023-08-01;13
368;2023-07-28;17
369;2023-07-25;16
370;2023-07-21;8
371;2023-07-18;4
372;2023-07-14;11
373;2023-07-11;16
374;2023-07-07;13
375;2023-07-04;9
376;2023-06-30;13
377;2023-06-27;9
378;2023-06-23;19
379;2023-06-20;10
380;2023-06-16;20
381;2023-06-13;2
382;2023-06-09;10
383;2023-06-06;7
384;2023-06-02;12
385;2023-05-30;14
386;2023-05-26;7
387;2023-05-23;7
388;2023-05-19;13
389;2023-05-16;13
390;2023-05-12;5
391;2023-05-09;19
392;2023-05-05;16
393;2023-05-02;12
394;2023-04-28;2
395;2023-04-25;19
396;2023-04-21;8
397;2023-04-18;7
398;2023-04-14;25
399;2023-04-11;5
400;2023-04-07;26
401;2023-04-04;15
402;2023-03-31;3
403;2023-03-28;9
404;2023-03-24;9
405;2023-03-21;15
406;2023-03-17;15
407;2023-03-14;15
408;2023-03-10;19
409;2023-03-07;16
410;2023-03-03;14
411;2023-02-28;3
412;2023-02-24;11
413;2023-02-21;14
414;2023-02-17;12
415;2023-02-14;15
416;2023-02-10;16
417;2023-02-07;13
418;2023-02-03;10
419;2023-01-31;6
420;2023-01-27;5
421;2023-01-24;20
422;2023-01-20;16
423;2023-01-17;2
424;2023-01-13;16
425;2023-01-10;16
426;2023-01-06;14
427;2025-01-17;19
428;2025-01-14;13
429;2025-01-10;11
430;2025-01-07;21
431;2025-01-03;19
432;2024-12-31;11
433;2024-12-27;13
434;2024-12-24;15
435;2024-12-20;7
436;2024-12-17;27
437;2024-12-13;20
438;2024-12-10;22
439;2024-12-06;29
440;2024-12-03;21
441;2024-11-29;26
442;2024-11-26;31
443;2024-11-22;9
444;2024-11-19;16
445;2024-11-15;10
446;2024-11-12;13
447;2024-11-08;25
448;2024-11-05;9
449;2024-11-01;22
450;2024-10-29;28
451;2024-10-25;23
452;2024-10-22;23
453;2024-10-18;13
454;2024-10-15;19
455;2024-10-11;24
456;2024-10-08;13
457;2024-10-04;20
458;2024-10-01;28
459;2024-09-27;8
460;2024-09-24;21
461;2024-09-20;26
462;2024-09-17;11
463;2024-09-13;13
464;2024-09-10;22
465;2024-09-06;18
466;2024-09-03;10
467;2024-08-30;10
468;2024-08-27;25
469;2024-08-23;9
470;2024-08-20;12
471;2024-08-16;12
472;2024-08-13;30
473;2024-08-09;22
474;2024-08-06;13
475;2024-08-02;26
476;2024-07-30;11
477;2024-07-26;15
478;2024-07-23;14
479;2024-07-19;17
480;2024-07-16;18
481;2024-07-12;8
482;2024-07-09;29
483;2024-07-05;14
484;2024-07-02;11
485;2024-06-28;11
486;2024-06-25;28
487;2024-06-21;32
488;2024-06-18;32
489;2024-06-14;29
490;2024-06-11;39
491;2024-06-07;12
492;2024-06-04;12
493;2024-05-31;18
494;2024-05-28;9
495;2024-05-24;9
496;2024-05-21;6
497;2024-05-17;27
498;2024-05-14;18
499;2024-05-10;14
500;2024-05-07;32
501;2024-05-03;16
502;2024-04-30;18
503;2024-04-26;23
504;2024-04-23;17
505;2024-04-19;14
506;2024-04-16;22
507;2024-04-12;30
508;2024-04-09;22
509;2024-04-05;18
510;2024-04-02;36
511;2024-03-29;17
512;2024-03-26;25
513;2024-03-22;19
514;2024-03-19;19
515;2024-03-15;31
516;2024-03-12;20
517;2024-03-08;6
518;2024-03-05;7
519;2024-03-01;23
520;2024-02-27;22
521;2024-02-23;24
522;2024-02-20;23
523;2024-02-16;29
524;2024-02-13;18
525;2024-02-09;16
526;2024-02-06;21
527;2024-02-02;14
528;2024-01-30;12
529;2024-01-26;21
530;2024-01-23;25
531;2024-01-19;27
532;2024-01-16;10
533;2024-01-12;7
534;2024-01-09;12
535;2024-01-05;11
536;2024-01-02;16
537;2023-12-29;9
538;2023-12-26;13
539;2023-12-22;19
540;2023-12-19;4
541;2023-12-15;13
542;2023-12-12;22
543;2023-12-08;11
544;2023-12-05;8
545;2023-12-01;15
546;2023-11-28;25
547;2023-11-24;25
548;2023-11-21;30
549;2023-11-17;28
550;2023-11-14;15
551;2023-11-10;15
552;2023-11-07;16
553;2023-11-03;9
554;2023-10-31;25
555;2023-10-27;25
556;2023-10-24;16
557;2023-10-20;19
558;2023-10-17;15
559;2023-10-13;20
560;2023-10-10;12
561;2023-10-06;20
562;2023-10-03;10
563;2023-09-29;19
564;2023-09-26;13
565;2023-09-22;19
566;2023-09-19;13
567;2023-09-15;11
568;2023-09-12;9
569;2023-09-08;25
570;2023-09-05;23
571;2023-09-01;15
572;2023-08-29;19
573;2023-08-25;17
574;2023-08-22;12
575;2023-08-18;29
576;2023-08-15;20
577;2023-08-11;23
578;2023-08-08;22
579;2023-08-04;16
580;2023-08-01;26
581;2023-07-28;26
582;2023-07-25;17
583;2023-07-21;14
584;2023-07-18;5
585;2023-07-14;23
586;2023-07-11;23
587;2023-07-07;28
588;2023-07-04;20
589;2023-06-30;19
590;2023-06-27;25
591;2023-06-23;21
592;2023-06-20;24
593;2023-06-16;30
594;2023-06-13;8
595;2023-06-09;12
596;2023-06-06;13
597;2023-06-02;16
598;2023-05-30;18
599;2023-05-26;9
600;2023-05-23;10
601;2023-05-19;35
602;2023-05-16;19
603;2023-05-12;20
604;2023-05-09;31
605;2023-05-05;22
606;2023-05-02;22
607;2023-04-28;12
608;2023-04-25;21
609;2023-04-21;18
610;2023-04-18;16
611;2023-04-14;28
612;2023-04-11;11
613;2023-04-07;34
614;2023-04-04;29
615;2023-03-31;26
616;2023-03-28;12
617;2023-03-24;14
618;2023-03-21;17
619;2023-03-17;17
620;2023-03-14;17
621;2023-03-10;31
622;2023-03-07;26
623;2023-03-03;20
624;2023-02-28;8
625;2023-02-24;15
626;2023-02-21;26
627;2023-02-17;23
628;2023-02-14;21
629;2023-02-10;22
630;2023-02-07;26
631;2023-02-03;15
632;2023-01-31;16
633;2023-01-27;9
634;2023-01-24;25
635;2023-01-20;17
636;2023-01-17;5
637;2023-01-13;17
638;2023-01-10;18
639;2023-01-06;20
640;2025-01-17;25
641;2025-01-14;25
642;2025-01-10;19
643;2025-01-07;24
644;2025-01-03;27
645;2024-12-31;16
646;2024-12-27;31
647;2024-12-24;16
648;2024-12-20;24
649;2024-12-17;39
650;2024-12-13;22
651;2024-12-10;30
652;2024-12-06;31
653;2024-12-03;26
654;2024-11-29;29
655;2024-11-26;33
656;2024-11-22;21
657;2024-11-19;18
658;2024-11-15;14
659;2024-11-12;24
660;2024-11-08;38
661;2024-11-05;22
662;2024-11-01;28
663;2024-10-29;29
664;2024-10-25;24
665;2024-10-22;30
666;2024-10-18;21
667;2024-10-15;20
668;2024-10-11;33
669;2024-10-08;20
670;2024-10-04;27
671;2024-10-01;32
672;2024-09-27;16
673;2024-09-24;38
674;2024-09-20;32
675;2024-09-17;16
676;2024-09-13;15
677;2024-09-10;24
678;2024-09-06;20
679;2024-09-03;22
680;2024-08-30;14
681;2024-08-27;38
682;2024-08-23;15
683;2024-08-20;21
684;2024-08-16;18
685;2024-08-13;34
686;2024-08-09;25
687;2024-08-06;30
688;2024-08-02;28
689;2024-07-30;35
690;2024-07-26;29
691;2024-07-23;16
692;2024-07-19;18
693;2024-07-16;26
694;2024-07-12;11
695;2024-07-09;33
696;2024-07-05;19
697;2024-07-02;16
698;2024-06-28;12
699;2024-06-25;40
700;2024-06-21;33
701;2024-06-18;34
702;2024-06-14;31
703;2024-06-11;44
704;2024-06-07;15
705;2024-06-04;15
706;2024-05-31;19
707;2024-05-28;21
708;2024-05-24;11
709;2024-05-21;7
710;2024-05-17;28
711;2024-05-14;27
712;2024-05-10;28
713;2024-05-07;43
714;2024-05-03;20
715;2024-04-30;21
716;2024-04-26;36
717;2024-04-23;26
718;2024-04-19;15
719;2024-04-16;28
720;2024-04-12;35
721;2024-04-09;30
722;2024-04-05;24
723;2024-04-02;38
724;2024-03-29;19
725;2024-03-26;26
726;2024-03-22;28
727;2024-03-19;21
728;2024-03-15;33
729;2024-03-12;21
730;2024-03-08;19
731;2024-03-05;25
732;2024-03-01;32
733;2024-02-27;25
734;2024-02-23;28
735;2024-02-20;24
736;2024-02-16;34
737;2024-02-13;29
738;2024-02-09;32
739;2024-02-06;29
740;2024-02-02;18
741;2024-01-30;18
742;2024-01-26;22
743;2024-01-23;31
744;2024-01-19;28
745;2024-01-16;14
746;2024-01-12;18
747;2024-01-09;20
748;2024-01-05;24
749;2024-01-02;29
750;2023-12-29;25
751;2023-12-26;17
752;2023-12-22;25
753;2023-12-19;13
754;2023-12-15;15
755;2023-12-12;23
756;2023-12-08;23
757;2023-12-05;10
758;2023-12-01;22
759;2023-11-28;26
760;2023-11-24;28
761;2023-11-21;34
762;2023-11-17;30
763;2023-11-14;19
764;2023-11-10;16
765;2023-11-07;19
766;2023-11-03;10
767;2023-10-31;26
768;2023-10-27;28
769;2023-10-24;17
770;2023-10-20;21
771;2023-10-17;16
772;2023-10-13;23
773;2023-10-10;28
774;2023-10-06;23
775;2023-10-03;15
776;2023-09-29;26
777;2023-09-26;20
778;2023-09-22;26
779;2023-09-19;20
780;2023-09-15;27
781;2023-09-12;12
782;2023-09-08;29
783;2023-09-05;26
784;2023-09-01;30
785;2023-08-29;22
786;2023-08-25;18
787;2023-08-22;19
788;2023-08-18;36
789;2023-08-15;29
790;2023-08-11;28
791;2023-08-08;34
792;2023-08-04;21
793;2023-08-01;28
794;2023-07-28;28
795;2023-07-25;18
796;2023-07-21;25
797;2023-07-18;15
798;2023-07-14;27
799;2023-07-11;24
800;2023-07-07;32
801;2023-07-04;21
802;2023-06-30;26
803;2023-06-27;31
804;2023-06-23;29
805;2023-06-20;30
806;2023-06-16;34
807;2023-06-13;12
808;2023-06-09;31
809;2023-06-06;16
810;2023-06-02;21
811;2023-05-30;19
812;2023-05-26;12
813;2023-05-23;18
814;2023-05-19;41
815;2023-05-16;25
816;2023-05-12;26
817;2023-05-09;33
818;2023-05-05;24
819;2023-05-02;30
820;2023-04-28;15
821;2023-04-25;33
822;2023-04-21;26
823;2023-04-18;20
824;2023-04-14;30
825;2023-04-11;12
826;2023-04-07;41
827;2023-04-04;32
828;2023-03-31;28
829;2023-03-28;19
830;2023-03-24;23
831;2023-03-21;20
832;2023-03-17;22
833;2023-03-14;24
834;2023-03-10;36
835;2023-03-07;28
836;2023-03-03;37
837;2023-02-28;24
838;2023-02-24;21
